##SYN
	29	0	0	
00082870	4	0	0	the act of taking possession of or power over something; 'his assumption of office coincided with the trouble in Cuba'; 'the Nazi assumption of power in 1934'; 'he acquired all the company's assets for ten million dollars and the assumption of the company's debts'
00083260	4	0	0	the act of assuming or taking for granted; 'your assumption that I would agree was unwarranted'
00083448	4	0	0	the act of positing; an assumption taken as a postulate or axiom
00083585	4	0	0	hereditary succession to a title or an office or property
00083729	4	0	0	the act of getting possession of something; 'he was responsible for the procurement of materials and supplies'
00083975	4	0	0	a deliberate act of acquisition of something, often without the permission of the owner; 'the necessary funds were obtained by the government's appropriation of the company's operating unit'; 'a person's appropriation of property belonging to another is dishonest'
00084371	4	0	0	the appropriation (of ideas or words etc) from another source; 'the borrowing of ancient motifs was very apparent'
00084642	4	0	0	changing the pronunciation of a borrowed word to agree with the borrowers' phonology; 'the naturalization in English of many Italian words'
00084895	4	0	0	wrongful borrowing; 'his explanation was a misappropriation of sociological theory'
00085041	4	0	0	a prior appropriation of something; 'the preemption of bandwidth by commercial interests'
00085219	4	0	0	the taking possession of something by legal process
00085432	4	0	0	wrongfully seizing and holding (an office or powers) by force (especially the seizure of a throne or supreme authority); 'a succession of generals who ruled by usurpation'
00085678	4	0	0	seizure by the government
00085829	4	0	0	the seizure and holding of property as security for payment of a debt or satisfaction of a claim; 'Originally distress was a landlord's remedy against a tenant for unpaid rents or property damage but now the landlord is given a landlord's lien'
00086140	4	0	0	taking out of an owner's hands (especially taking property by public authority)
00086297	4	0	0	placing private property in the custody of an officer of the law
00086547	4	0	0	seizure of illegal drugs by the police
00086654	4	0	0	the act of coercing someone into government service
00086809	4	0	0	the act of occupying or taking possession of a building; 'occupation of a building without a certificate of occupancy is illegal'
00087073	4	0	0	the act of taking occupancy before someone else does
00087218	4	0	0	seizing property that belongs to someone else and holding it until profits pay the demand for which it was seized
00087423	4	0	0	the act of providing a subsidy
00087663	4	0	0	a grant made by a law court; 'he criticized the awarding of compensation by the court'
00087849	4	0	0	(Roman law) a formal award by a magistrate of a thing or person to another person (as the award of a debtor to his creditor); a surrender to a master; 'under Roman law addiction was the justification for slavery'
00088154	4	0	0	a grant of federal money to state and local governments to support social welfare programs; 'block grants reduce federal responsibility for social welfare'
00088367	4	0	0	a grant from a central government to a local government
00088481	4	0	0	the act of forcibly dispossessing an owner of property
00088725	4	0	0	the act of apprehending (especially apprehending a criminal); 'the policeman on the beat got credit for the collar'
00089027	4	0	0	the act of conquering
00089234	4	0	0	the act of making slaves of your captives
00089351	4	0	0	getting something back again; 'upon the restitution of the book to its rightful owner the child was given a tongue lashing'
00089657	4	0	0	finding a way to take money back from people that they were given in another way; 'the Treasury will find some clawback for the extra benefits members received'
00089891	4	0	0	the action of regaining possession (especially the seizure of collateral securing a loan that is in default)
00090076	4	0	0	the legal proceedings initiated by a creditor to repossess the collateral for loan that is in default
00090253	4	0	0	the act of receiving
00090393	4	0	0	(law) the act of disposing of property by virtue of the power of appointment; 'she allocated part of the trust to her church by appointment'
00090610	4	0	0	the act of carefully weeding out unwanted things or people; 'the department got a good comb-out'
00090779	4	0	0	disposing of property by voluntary transfer without receiving value in return; 'the alumni followed a program of annual giving'
00091013	4	0	0	the voluntary surrender of property (or a right to property) without attempting to reclaim it or give it away
00091234	4	0	0	getting rid something that is regarded as useless or undesirable
00091404	4	0	0	getting rid of a stage of a multistage rocket
00091503	4	0	0	(cards) the act of throwing out a useless card or of failing to follow suit
00091670	4	0	0	the disposal of explosive mines
00091779	4	0	0	the activity of detecting and disposing of marine mines
00091893	4	0	0	the disposal of sewage
00091977	4	0	0	a deceptive way of selling that involves advertising a product at a very low price in order to attract customers who are then persuaded to switch to a more expensive product
00092212	4	0	0	a sale of property at a price agreed on by the seller and buyer without an intervening agency
00092366	4	0	0	the public sale of something to the highest bidder
00092663	4	0	0	the act of making or transporting alcoholic liquor for sale illegally; 'the Prohibition amendment made bootlegging profitable'
00092847	4	0	0	the act of selling illegally or without permission; 'the bootlegging of videotapes is common in Asia'
00093006	4	0	0	the sale of capital stock
